אֲמַרְיָהוּ,SDBH-01,252945
אַמְרָפֶל,SDBH-01,253305
אֶמֶשׁ,SDBH-01,253449
אֱמֶת,SDBH-01,253772
אַמְתַּחַת,SDBH-01,255328
אֲמִתַּי,SDBH-01,255536
אָן,SDBH-01,255686
אָנָּא,SDBH-01,256130
אנה,SDBH-01,256287
אֲנָה,SDBH-01,257103
אִנּוּן,SDBH-01,257257
אֱנֹושׁ,SDBH-01,257384
אָנוּשׁ,SDBH-01,257768
אנח,SDBH-01,257936
אֲנָחָה,SDBH-01,258431
אֲנַחְנָא,SDBH-01,258639
אֲנַחְנוּ,SDBH-01,258781
אֲנָחֲרַת,SDBH-01,259057
אֳנִי,SDBH-01,259202
אֲנִיָּה,SDBH-01,259542
אֳנִיָּה,SDBH-01,259722
אִנִּין,SDBH-01,260197
אֲנִיעָם,SDBH-01,260322
אֲנָךְ,SDBH-01,260465
אָנֹכִי,SDBH-01,260641
אנן,SDBH-01,262020
אנס,SDBH-01,262195
אנף,SDBH-01,262523
אֲנַף,SDBH-01,262869
אֲנָפָה,SDBH-01,262993
אנק,SDBH-01,263167
אֲנָקָה,SDBH-01,263493
אנשׁ,SDBH-01,263929
אֱנָשׁ,SDBH-01,264503
אַנְתָּה,SDBH-01,264655
אַנְתּוּן,SDBH-01,264832
אָסָא,SDBH-01,264954
אָסוּךְ,SDBH-01,265257
אָסֹון,SDBH-01,265432
אֱסוּר,SDBH-01,265644
אֵסוּר,SDBH-01,265831
אָסִיף,SDBH-01,266144
אַסִּיר,SDBH-01,266323
אָסִיר,SDBH-01,266787
אָסָם,SDBH-01,267143
אַסְנָה,SDBH-01,267308
אָסְנַפַּר,SDBH-01,267451
אָסְנַת,SDBH-01,267590
אסף,SDBH-01,267744
אָסָף,SDBH-01,272743
אָסֹף,SDBH-01,273253
אֹסֶף,SDBH-01,273503
אֲסֵפָה,SDBH-01,273718
אֲסֻפָּה,SDBH-01,273887
אֲסַפְסֻף,SDBH-01,274066
אָסְפַּרְנָא,SDBH-01,274227
אַסְפָּתָא,SDBH-01,274359
אסר,SDBH-01,274511
אֱסָר,SDBH-01,276976
אִסָּר,SDBH-01,277096
אֵסַר־חַדֹּן,SDBH-01,277291
אֶסְתֵּר,SDBH-01,277439
אָע,SDBH-01,277644
אַף,SDBH-01,277832
אפד,SDBH-01,281587
אֲפֻדָּה,SDBH-01,281810
אַפֶּדֶן,SDBH-01,282027
אפה,SDBH-01,282194
אֵפֹוא,SDBH-01,282718
אֵפֹוד,SDBH-01,282957
אֲפִיחַ,SDBH-01,283421
אָפִיל,SDBH-01,283569
